"year","colony","species","incubation_k","incubation_sumy","incubation_e","incubation_p","incubation_j","incubation_pj","incubation_varp","incubation_varpj","incubation_sdp","incubation_sdpj","nestling_k","nestling_sumy","nestling_e","nestling_p","nestling_j","nestling_pj","nestling_varp","nestling_varpj","nestling_sdp","nestling_sdpj","overall_p","overall_varp","overall_sd"
2018,"joule","greg",46,44,630,0.996825397,28,0.914817871,5.02306e-06,0.003316768,0.002241217,0.057591392,45,45,945,1,21,1,0,0,0,0,0.914817871,0.003316768,0.057591392
2018,"tamiami_west","bcnh",43,39,660.5,0.993943982,28,0.843593913,9.11331e-06,0.005146777,0.003018826,0.071741043,39,35,788.5,0.994927077,21,0.898703132,6.401e-06,0.002303225,0.00253002,0.047991931,0.758140492,0.00580783,0.07620912
2018,"tamiami_west","greg",25,24,344.5,0.997097242,28,0.921829122,8.40154e-06,0.005629903,0.002898542,0.075032682,25,24,510,0.998039216,21,0.959620973,3.83714e-06,0.001564408,0.001958861,0.039552601,0.884606559,0.006522616,0.080762712
2018,"tamiami_west","rosp",1,1,1,1,22,1,0,0,0,0,1,0,2.5,0.6,21,2.1937e-05,0.096,5.65926e-08,0.309838668,0.000237892,2.1937e-05,5.65926e-08,0.000237892
2018,"tamiami_west","smhe",11,8,94.5,0.968253968,22,0.491772549,0.000325272,0.040610869,0.018035304,0.201521385,8,4,85.5,0.953216374,14,0.511306032,0.000521578,0.029414006,0.022838082,0.171505118,0.25144627,0.018925075,0.137568436
2018,"tamiami_west","whib",56,45,716,0.984636872,21,0.722433686,2.11272e-05,0.005015626,0.004596438,0.070821082,48,32,611,0.973813421,14,0.689700557,4.17362e-05,0.004103354,0.006460359,0.064057431,0.498262916,0.004548032,0.067439095
2018,"vacation","bcnh",2,0,15,0.866666667,28,0.018191085,0.007703704,0.002660901,0.087770745,0.051583919,,,,,,,,,,,,,
2018,"vacation","greg",46,33,790,0.983544304,28,0.62839102,2.04872e-05,0.006556488,0.004526281,0.080972141,33,29,645,0.99379845,21,0.877535334,9.55518e-06,0.003285565,0.003091145,0.057319848,0.551435324,0.006367873,0.079798955
2019,"alley_north","whib",150,65,1294,0.93431221,21,0.240067028,4.74288e-05,0.001380899,0.006886859,0.037160452,62,49,767,0.983050847,14,0.787161323,2.17234e-05,0.002729985,0.004660841,0.052249255,0.188971479,0.001012972,0.031827218
2020,"6th_bridge","bcnh",11,6,128.5,0.961089494,28,0.329144982,0.000291023,0.026760268,0.017059401,0.163585659,6,4,105,0.980952381,21,0.667738532,0.000177951,0.036362601,0.013339811,0.190689803,0.219782787,0.016844195,0.129785186
2020,"6th_bridge","greg",4,4,56,1,28,1,0,0,0,0,4,4,84,1,21,1,0,0,0,0,1,0,0
2020,"6th_bridge","rosp",16,16,119,1,22,1,0,0,0,0,16,16,420,1,21,1,0,0,0,0,1,0,0
2020,"6th_bridge","smhe",101,92,1716,0.994755245,22,0.890752864,3.04035e-06,0.001179917,0.001743661,0.034349922,92,82,1226.5,0.991846718,14,0.891710438,6.5934e-06,0.001044538,0.002567762,0.032319308,0.794293626,0.001768219,0.0420502
2020,"6th_bridge","whib",75,62,1257,0.989657916,21,0.803872471,8.1425e-06,0.002369194,0.002853507,0.048674365,58,53,806,0.993796526,14,0.916567893,7.64887e-06,0.001275228,0.002765659,0.035710333,0.736803696,0.002817439,0.053079557
2020,"henry","greg",22,20,271.5,0.992633517,28,0.812999347,2.69327e-05,0.014164389,0.005189669,0.119014239,20,19,420,0.997619048,21,0.951172715,5.65544e-06,0.002267222,0.002378116,0.047615354,0.773302796,0.014345616,0.119773186
2020,"henry","rosp",15,13,200,0.99,22,0.80163059,4.95e-05,0.015708284,0.007035624,0.125332692,13,12,269.5,0.996289425,21,0.924902452,1.37173e-05,0.005213476,0.003703685,0.072204405,0.741430098,0.016869701,0.129883411
2020,"jerrod","greg",44,36,913,0.991237678,28,0.781589015,9.51319e-06,0.004637069,0.003084346,0.06809603,35,34,735,0.998639456,21,0.971813969,1.84856e-06,0.000772007,0.001359618,0.027785021,0.759559123,0.004854537,0.069674507
2020,"joule","greg",48,39,817,0.988984088,28,0.733331801,1.33348e-05,0.005748125,0.00365169,0.075816389,35,32,695.5,0.995686556,21,0.913220205,6.17518e-06,0.002290836,0.002484991,0.047862676,0.669693418,0.006038894,0.077710319
2020,"start_mel","greg",36,32,636,0.993710692,28,0.838067412,9.82666e-06,0.005479738,0.00313475,0.07402525,32,32,672,1,21,1,0,0,0,0,0.838067412,0.005479738,0.07402525
2020,"tamiami_west","bcnh",17,13,208,0.980769231,28,0.58059235,9.06776e-05,0.024912951,0.00952248,0.157838369,13,10,239.5,0.987473904,21,0.767428942,5.16459e-05,0.013756233,0.007186508,0.117286969,0.445563373,0.019652174,0.140186213
2020,"tamiami_west","greg",24,20,384.5,0.989596879,28,0.746161566,2.67748e-05,0.011934131,0.005174434,0.109243448,19,18,398.5,0.99749059,21,0.948604002,6.28134e-06,0.002505204,0.00250626,0.050052009,0.707811847,0.01216361,0.110288756
2020,"tamiami_west","rosp",2,1,21.5,0.953488372,22,0.35070247,0.002062711,0.135061227,0.045417083,0.367506771,1,1,21,1,21,1,0,0,0,0,0.35070247,0.135061227,0.367506771
2020,"tamiami_west","smhe",15,13,211.5,0.990543735,22,0.81137276,4.42877e-05,0.014382083,0.006654899,0.119925324,12,11,156.5,0.993610224,14,0.914165276,4.05684e-05,0.006730708,0.006369329,0.082040895,0.741728803,0.016546881,0.12863468
2020,"tamiami_west","whib",108,59,1382.5,0.964556962,21,0.468689777,2.47283e-05,0.002574824,0.004972752,0.050742719,59,44,711.5,0.978917779,14,0.742073681,2.9006e-05,0.003266972,0.005385721,0.057157428,0.347802348,0.002143955,0.046302857
2020,"tamiami_west","wost",41,37,822.5,0.995136778,28,0.872404224,5.88398e-06,0.003545333,0.002425691,0.059542696,37,18,1534.5,0.987618117,50,0.536355078,7.96909e-06,0.005875916,0.002822958,0.076654523,0.467918436,0.005512838,0.074248486
2020,"vacation","greg",27,26,578,0.998269896,28,0.952671762,2.98808e-06,0.002133531,0.001728607,0.046190163,27,27,1199.5,1,21,1,0,0,0,0,0.952671762,0.002133531,0.046190163
2021,"6th_bridge","greg",32,22,639.5,0.984362783,28,0.643198759,2.40699e-05,0.008056941,0.004906107,0.089760464,21,18,424,0.992924528,21,0.861471718,1.65694e-05,0.005500396,0.004070548,0.074164653,0.55409754,0.008299182,0.091099844
2021,"6th_bridge","rosp",10,10,175,1,22,1,0,0,0,0,9,9,189,1,21,1,0,0,0,0,1,0,0
2021,"alley_north","greg",21,10,239.5,0.954070981,28,0.268076797,0.000182963,0.011324929,0.013526367,0.106418649,10,9,199.5,0.994987469,21,0.899849402,2.49995e-05,0.009017265,0.004999953,0.094959282,0.241228746,0.00992027,0.099600551
2021,"alley_north","rosp",3,3,20.5,1,22,1,0,0,0,0,4,4,84,1,21,1,0,0,0,0,1,0,0
2021,"alley_north","whib",160,102,2260,0.974336283,21,0.579277133,1.10642e-05,0.0017247,0.003326289,0.041529509,102,97,1408.5,0.996450124,14,0.951432361,2.51138e-06,0.000448758,0.001584732,0.02118392,0.551143011,0.001712599,0.041383565
2021,"cypress_city","bcnh",1,0,24.5,0.959183673,28,0.311350653,0.001597974,0.132002355,0.039974662,0.363321283,0,0,0,,21,,,,,,,,
2021,"cypress_city","greg",43,31,628.5,0.980906921,28,0.582878947,2.97988e-05,0.008249273,0.005458826,0.090825509,31,29,645,0.996899225,21,0.936863726,4.7925e-06,0.001866598,0.002189177,0.043204141,0.546078142,0.00789007,0.088826068
2021,"cypress_city","rosp",9,8,170,0.994117647,22,0.878276437,3.43985e-05,0.012994878,0.005865026,0.113995078,8,6,166,0.987951807,21,0.775266397,7.1705e-05,0.019472359,0.008467882,0.139543395,0.680898208,0.02308384,0.15193367
2021,"henry","bcnh",3,3,45,1,28,1,0,0,0,0,3,3,63,1,21,1,0,0,0,0,1,0,0
2021,"henry","greg",84,74,1661,0.99397953,28,0.844439117,3.60278e-06,0.002038619,0.0018981,0.045151067,74,73,1551,0.999355255,21,0.986547289,4.15429e-07,0.000178538,0.000644537,0.013361815,0.833079121,0.002111813,0.045954471
2021,"henry","rosp",3,3,58,1,22,1,0,0,0,0,3,3,63,1,21,1,0,0,0,0,1,0,0
2021,"hidden","whib",112,101,1647.5,0.993323217,21,0.868764996,4.02562e-06,0.001357983,0.002006394,0.036850827,101,79,2567,0.991429684,14,0.886475734,3.31004e-06,0.000518679,0.001819351,0.022774529,0.770139087,0.001459335,0.038201249
2021,"jerrod","greg",34,17,371.5,0.954239569,28,0.269406333,0.000117541,0.007345232,0.010841624,0.08570433,16,15,334,0.997005988,21,0.938972992,8.93727e-06,0.00349586,0.002989527,0.059125802,0.25296527,0.00675548,0.082191724
2021,"jetport_south","rosp",1,1,15,1,22,1,0,0,0,0,1,1,21,1,21,1,0,0,0,0,1,0,0
2021,"jetport_south","wost",91,81,1785.5,0.994399328,28,0.854482198,3.11918e-06,0.001805683,0.001766121,0.042493332,81,67,3677,0.996192548,50,0.826350777,1.03154e-06,0.001774461,0.001015645,0.042124348,0.706102028,0.002531829,0.050317288
2021,"joule","greg",41,25,760,0.978947368,28,0.551139593,2.71177e-05,0.006738648,0.005207462,0.082089266,25,25,525,1,21,1,0,0,0,0,0.551139593,0.006738648,0.082089266
2022,"6th_bridge","bcnh",16,5,148,0.925675676,28,0.115039729,0.000464866,0.005628882,0.021560759,0.075025877,5,3,90,0.977777778,21,0.623797194,0.000241427,0.043334146,0.015537909,0.208168551,0.07176146,0.00300774,0.054842868
2022,"6th_bridge","greg",26,20,428.5,0.985997666,28,0.673790428,3.222e-05,0.011796127,0.005676266,0.108609977,15,12,299,0.989966555,21,0.809153613,3.322e-05,0.00978721,0.005763678,0.098930328,0.545199959,0.012282054,0.110824431
2022,"6th_bridge","rosp",10,7,160,0.98125,22,0.659405757,0.00011499,0.02513347,0.01072335,0.15853539,3,3,63,1,21,1,0,0,0,0,0.659405757,0.02513347,0.15853539
2022,"6th_bridge","smhe",59,51,896,0.991071429,22,0.820935496,9.87595e-06,0.003279687,0.003142603,0.057268554,,,,,14,,,,,,,,
2022,"6th_bridge","whib",63,43,990.5,0.979808178,21,0.651571766,1.99739e-05,0.003895319,0.004469213,0.062412494,,,,,14,,,,,,,,
2022,"cypress_city","greg",38,31,765,0.990849673,28,0.773067781,1.18518e-05,0.00565612,0.003442639,0.07520718,31,30,650,0.998461538,21,0.968184539,2.36322e-06,0.000979934,0.001537278,0.031303897,0.748472273,0.005893125,0.076766694
2022,"cypress_city","rosp",19,15,238,0.983193277,22,0.688740795,6.94297e-05,0.016490133,0.008332446,0.128413912,15,14,292.5,0.996581197,21,0.930607316,1.16483e-05,0.004479268,0.003412954,0.066927337,0.640947223,0.016479616,0.128372957
2022,"hidden","greg",60,17,575,0.925217391,28,0.11345563,0.000120331,0.001418591,0.010969536,0.037664185,17,13,316,0.987341772,21,0.765275376,3.95506e-05,0.010478338,0.006288929,0.102363751,0.0868248,0.000980536,0.031313514
2022,"hidden","rosp",21,19,126,0.984126984,22,0.703274841,0.000123977,0.030643142,0.011134482,0.175051826,19,17,379,0.994722955,21,0.894839085,1.38501e-05,0.004942856,0.003721576,0.070305444,0.629317815,0.027133276,0.164721813
2022,"jerrod","greg",30,11,384.5,0.950585176,28,0.241963045,0.000122166,0.006205603,0.011052893,0.078775653,11,9,202.5,0.990123457,21,0.811851014,4.82913e-05,0.014317983,0.006949197,0.119657776,0.196437943,0.00501724,0.070832479
2022,"joule","greg",28,11,392,0.956632653,28,0.288978558,0.000105833,0.007571447,0.010287527,0.087014062,11,9,198,0.98989899,21,0.807994683,5.04999e-05,0.014837623,0.007106328,0.121809782,0.233493139,0.006294472,0.079337706
2022,"start_mel","greg",21,2,206.5,0.907990315,28,0.067030746,0.000404571,0.001728608,0.020113949,0.041576528,2,2,42,1,21,1,0,0,0,0,0.067030746,0.001728608,0.041576528
2022,"vacation","greg",64,43,1112,0.981115108,28,0.58635276,1.66621e-05,0.004665775,0.004081923,0.068306476,42,38,861,0.995354239,21,0.906840859,5.37071e-06,0.001965969,0.002317478,0.044339254,0.531728641,0.00452204,0.067246115
2023,"6th_bridge","bcnh",30,24,407,0.985,24,0.7,0,0.01,0.006,0.102,22,13,365,0.975,21,0.592,0,0.011,0.008,0.103,0.414292523,0.008997512,0.094855214
2023,"6th_bridge","glib",57,19,702.5,0.946,21,0.311,0,0.003,0.009,0.059,19,0,139,0.863,14,0.128,0.001,0.004,0.029,0.06,0.039733062,0.000421794,0.020537616
2023,"6th_bridge","greg",30,22,370,0.978,28,0.542,0,0.014,0.008,0.117,22,21,462,0.998,21,0.956,0,0.002,0.002,0.043,0.517685494,0.013164874,0.114738284
2023,"6th_bridge","rosp",4,4,38,1,22,1,0,0,0,0,4,3,69,0.985,21,0.734,0,0.051,0.014,0.227,0.734306256,0.051427889,0.22677718
2023,"6th_bridge","smhe",92,82,1502,0.993,22,0.863,0,0.002,0.002,0.04,75,41,892.5,0.962,14,0.581,0,0.003,0.006,0.054,0.501215665,0.00273221,0.052270547
2023,"6th_bridge","smwh",6,6,100.5,1,22,1,0,0,0,0,62,35,752,0.964,14,0.599,0,0.003,0.007,0.059,0.599352503,0.003486813,0.059049241
2023,"6th_bridge","trhe",1,1,20,1,22,1,0,0,0,0,8,5,101.5,0.97,14,0.657,0,0.025,0.017,0.159,0.65702612,0.025388692,0.159338294
2023,"6th_bridge","whib",136,82,1800.5,0.97,21,0.528,0,0.002,0.004,0.046,72,54,902.5,0.98,14,0.754,0,0.003,0.005,0.05,0.397917943,0.0019042,0.043637145
2023,"hidden","bcnh",16,13,247,0.987854251,24,0.745811291,4.85758e-05,0.015948317,0.006969636,0.126286647,13,5,90,0.911111111,21,0.141578792,0.000899863,0.009582275,0.029997714,0.097889094,0.105591061,0.00580249,0.076174075
2023,"hidden","greg",87,54,926,0.964362851,28,0.362020548,3.71135e-05,0.004100473,0.006092089,0.064034939,53,41,1044,0.988505747,21,0.784446214,1.08833e-05,0.003022498,0.00329898,0.054977247,0.283985648,0.002931769,0.054145814
2023,"hidden","rosp",6,4,85.5,0.976608187,22,0.59408411,0.000267189,0.047854044,0.016345908,0.218755671,4,3,74.5,0.986577181,21,0.752926171,0.000177754,0.0456562,0.013332428,0.213673115,0.447301474,0.0454269,0.213135873
2023,"hidden","smhe",9,8,141.5,0.992932862,22,0.85553436,4.95915e-05,0.017819172,0.007042121,0.13348847,8,2,89,0.93258427,14,0.376385774,0.000706414,0.022553068,0.026578451,0.150176788,0.322010962,0.019433723,0.139404889
2023,"hidden","smwh",6,6,100.5,1,22,1,0,0,0,0,6,2,72,0.944444444,14,0.449231114,0.000728738,0.032315755,0.026995148,0.179765834,0.449231114,0.032315755,0.179765834
2023,"hidden","trhe",1,1,20,1,22,1,0,0,0,0,1,0,12,0.916666667,14,0.295774104,0.006365741,0.129897991,0.079785592,0.360413639,0.295774104,0.129897991,0.360413639
2023,"hidden","whib",50,13,650,0.943076923,21,0.292071698,8.2589e-05,0.003493377,0.009087848,0.059104795,13,1,142.5,0.915789474,14,0.291836133,0.000541187,0.010771844,0.023263421,0.103787496,0.085237075,0.001254057,0.035412664
2023,"jerrod","greg",12,4,112.5,0.928888889,28,0.126760955,0.00058715,0.008572515,0.024231168,0.092587876,4,3,70.5,0.985815603,21,0.740814441,0.000198343,0.049395063,0.014083439,0.222250002,0.093906346,0.005921784,0.076953132
2023,"little_a","greg",74,54,1215.5,0.983545866,28,0.628418966,1.33142e-05,0.00426128,0.003648861,0.065278481,54,38,1004,0.984063745,21,0.713654268,1.56198e-05,0.003622794,0.003952191,0.060189651,0.448473877,0.003616397,0.060136487
2023,"vacation","greg",47,15,753,0.95750332,28,0.296434044,5.40381e-05,0.004060616,0.007351063,0.063722966,15,9,276.5,0.978300181,21,0.63083359,7.67773e-05,0.014078522,0.008762268,0.118652946,0.187000552,0.002910218,0.053946435
2024,"6th_bridge","bcnh",9,7,70,0.971428571428571,24,0.498724776765557,0.000396501457725948,0.0601959697919648,0.0199123443553477,0.245348669839404,6,0,71,0.915492957746479,21,0.156586806280169,0.00108965636708567,0.0140581595289507,0.0330099434577776,0.118567109811071,0.0780937200065088,0.0058188507394533,0.0762813918295497
2024,"6th_bridge","glib",6,1,31.5,0.841269841269841,21,0.0265241651349034,0.00423920302983039,0.00185838466140581,0.0651091624107575,0.043108985854527,1,0,14,0.928571428571429,14,0.354335310219859,0.00473760932944606,0.135211474535419,0.0688302936899594,0.367711129197118,0.00939844828139877,0.000579727160673051,0.0240775239730553
2024,"6th_bridge","greg",21,9,274.5,0.956284153005464,28,0.286045322710603,0.000152294250331825,0.0106830522803021,0.0123407556629173,0.10335885196877,9,5,147.5,0.972881355932203,21,0.561380723466272,0.000178869309909971,0.0262645310634933,0.0133742031504674,0.162063355091437,0.160580330207422,0.00579634583563771,0.0761337365143581
2024,"6th_bridge","rosp",2,1,27.5,0.963636363636364,22,0.442680062248724,0.00127422990232908,0.130150763027193,0.0356963569896016,0.360764137667802,1,1,21,1,21,1,0,0,0,0,0.442680062248724,0.130150763027193,0.360764137667802
2024,"6th_bridge","smhe",14,8,139.5,0.956989247311828,22,0.38015024787428,0.000295059697787591,0.0225346955351282,0.0171773018191912,0.150115607233653,8,5,99,0.96969696969697,14,0.649986801726635,0.000296815723812969,0.0261384586850027,0.0172283407156049,0.161673927041446,0.247092643791391,0.0138869231634921,0.117842790036099
2024,"6th_bridge","smwh",14,8,139.5,0.956989247311828,22,0.38015024787428,0.000295059697787591,0.0225346955351282,0.0171773018191912,0.150115607233653,8,5,99,0.96969696969697,14,0.649986801726635,0.000296815723812969,0.0261384586850027,0.0172283407156049,0.161673927041446,0.247092643791391,0.0138869231634921,0.117842790036099
2024,"6th_bridge","whib",21,6,183.5,0.918256130790191,21,0.16681710076404,0.000409056180143972,0.00595353639291786,0.0202251373331301,0.0771591627282066,6,0,59.5,0.899159663865546,14,0.225795575756948,0.00152389181080242,0.0188350783095704,0.0390370568921688,0.137240949827559,0.0376665633131213,0.000939809817747792,0.0306563177460665
2024,"alley_north","bcnh",1,1,13.5,1,24,1,0,0,0,0,1,0,18,0.944444444444444,21,0.301095830653666,0.00291495198902606,0.130655184194531,0.0539902953226417,0.361462562645885,0.301095830653666,0.130655184194531,0.361462562645885
2024,"alley_north","greg",15,5,186,0.946236559139785,28,0.21281011220116,0.000273510394016587,0.0108461341588389,0.0165381496551636,0.104144774995383,5,5,105,1,21,1,0,0,0,0,0.21281011220116,0.0108461341588389,0.104144774995383
2024,"alley_north","smhe",8,6,135.5,0.985239852398524,22,0.720980221185911,0.000107323141286042,0.027816436834162,0.0103596882813163,0.166782603511763,75,41,892.5,0.961904761904762,14,0.580562587901061,4.10576929184372e-05,0.00293146393855035,0.00640762771378278,0.0541429952860973,0.418574143037172,0.0109809656358769,0.104790102757259
2024,"alley_north","trhe",6,6,104.5,1,22,1,0,0,0,0,6,5,81,0.987654320987654,14,0.840368090644268,0.000150534113852714,0.021360930778322,0.0122692344444433,0.146153791529067,0.840368090644268,0.021360930778322,0.146153791529067
2024,"hidden","bcnh",16,13,247,0.987854251012146,24,0.745811290902923,4.8575829025823e-05,0.0159483172541142,0.00696963621904494,0.126286647172669,1,0,16,0.9375,21,0.257867615520315,0.003662109375,0.12218586185897,0.0605153647844909,0.34955094315274,0.192320579213265,0.070973143056957,0.266407850967191
2024,"hidden","greg",78,39,1141,0.965819456617003,28,0.377647490163297,2.89327202778619e-05,0.00346806026955314,0.00537891441443921,0.0588902391704529,37,29,705,0.988652482269504,21,0.786895176596785,1.5913122796954e-05,0.00444570302076811,0.00398912556796022,0.0666761053209327,0.29716898846338,0.0027968904372871,0.0528856354531843
2024,"hidden","rosp",6,2,93,0.956989247311828,22,0.38015024787428,0.000442589546681386,0.0338020433026924,0.0210378123073999,0.18385332007525,2,0,14,0.857142857142857,21,0.0392751106954879,0.00874635568513119,0.00809830518074984,0.0935219529582824,0.0899905838449214,0.0149304430661795,0.00149620025758373,0.0386807478932831
2024,"little_a","greg",42,29,557.5,0.976681614349776,28,0.516516674700626,4.08513695800748e-05,0.00895746978693494,0.00639150761401993,0.0946439104588084,29,20,544,0.983455882352941,21,0.704453820471087,2.99088415778293e-05,0.00676758119146778,0.00546889765655103,0.0822653097694756,0.363862144829878,0.00631133066662126,0.0794438837584194
2024,"vacation","greg",46,45,118.5,0.991561181434599,28,0.788762864127976,7.06126996339333e-05,0.0350310178629074,0.00840313629747449,0.187165749705728,46,37,916.5,0.990180032733224,21,0.812825748450487,1.06094222691274e-05,0.0031528034792306,0.00325721081128124,0.0561498306251283,0.641126765384772,0.0252164451520725,0.158796867576387
